[2025-10-11 | 13:37:33] {client} ('127.0.0.1', 63686) :- joined the room
[2025-10-11 14:25:37] {jeet} ('127.0.0.1', 49995) :- joined the room
[2025-10-11 14:25:44] {jeet} ('127.0.0.1', 49995) :- sent: hi
[2025-10-11 14:25:44] {jeet} ('127.0.0.1', 49970) :- received: jeet: hi
[2025-10-11 14:25:50] {jeet} ('127.0.0.1', 49970) :- sent: hi hry?
[2025-10-11 14:25:50] {jeet} ('127.0.0.1', 49995) :- received: jeet: hi hry?
[2025-10-11 14:25:53] {jeet} ('127.0.0.1', 49995) :- sent: heua
[2025-10-11 14:25:53] {jeet} ('127.0.0.1', 49970) :- received: jeet: heua
[2025-10-11 14:25:55] {jeet} ('127.0.0.1', 49995) :- sent: adsa
[2025-10-11 14:25:55] {jeet} ('127.0.0.1', 49970) :- received: jeet: adsa
[2025-10-11 14:25:57] {jeet} ('127.0.0.1', 49970) :- sent: asdasd
[2025-10-11 14:25:57] {jeet} ('127.0.0.1', 49995) :- received: jeet: asdasd
[2025-10-11 14:26:04] {jeet} ('127.0.0.1', 49995) :- received: jeet joined the room.
[2025-10-11 14:26:04] {jeet} ('127.0.0.1', 49970) :- received: jeet joined the room.
[2025-10-11 14:26:04] {client} ('127.0.0.1', 50014) :- joined the room
[2025-10-11 14:26:30] {jeet} ('127.0.0.1', 49970) :- received: jeet joined the room.

[2025-10-11 14:26:30] {client} ('127.0.0.1', 50032) :- joined the room
[2025-10-11 14:26:38] {client} ('127.0.0.1', 50032) :- received: jeet disconnected.
[2025-10-11 14:26:38] {client} ('127.0.0.1', 50014) :- received: jeet disconnected.
[2025-10-11 14:26:39] {jeet} ('127.0.0.1', 49995) :- received: jeet disconnected.
[2025-10-11 14:26:39] {client} ('127.0.0.1', 50032) :- received: jeet disconnected.
[2025-10-11 14:26:39] {client} ('127.0.0.1', 50032) :- received: jeet disconnected.
[2025-10-11 14:26:40] {client} ('127.0.0.1', 50032) :- client exited
[2025-10-11 14:26:42] {client} ('127.0.0.1', 50046) :- joined the room
[2025-10-11 16:32:13] {jeet} ('127.0.0.1', 59223) :- joined room default
[2025-10-11 16:32:15] {jeet} ('127.0.0.1', 59223) :- sent: hi
[2025-10-11 16:32:16] {jeet} ('127.0.0.1', 59223) :- sent: hi
[2025-10-11 16:32:17] {jeet} ('127.0.0.1', 59223) :- sent: hi
[2025-10-11 16:32:18] {jeet} ('127.0.0.1', 59223) :- sent: i
[2025-10-11 16:32:25] {jeet} ('127.0.0.1', 59223) :- received: jeet joined the room.
[2025-10-11 16:32:28] {client} ('127.0.0.1', 59235) :- sent: hi
[2025-10-11 16:32:28] {jeet} ('127.0.0.1', 59223) :- received: jeet: hi
[2025-10-11 16:32:29] {client} ('127.0.0.1', 59235) :- sent: dsas
[2025-10-11 16:32:29] {jeet} ('127.0.0.1', 59223) :- received: jeet: dsas
[2025-10-11 16:32:29] {client} ('127.0.0.1', 59235) :- sent: das
[2025-10-11 16:32:29] {jeet} ('127.0.0.1', 59223) :- received: jeet: das
[2025-10-11 16:32:30] {client} ('127.0.0.1', 59235) :- sent: das
[2025-10-11 16:32:30] {jeet} ('127.0.0.1', 59223) :- received: jeet: das
[2025-10-11 16:32:30] {client} ('127.0.0.1', 59235) :- sent: dsadas
[2025-10-11 16:32:30] {jeet} ('127.0.0.1', 59223) :- received: jeet: dsadas
[2025-10-11 16:32:30] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:30] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:30] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:30] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:31] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:31] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:32:32] {client} ('127.0.0.1', 59235) :- sent: d
[2025-10-11 16:32:32] {jeet} ('127.0.0.1', 59223) :- received: jeet: d
[2025-10-11 16:32:32] {client} ('127.0.0.1', 59235) :- sent: as
[2025-10-11 16:32:32] {jeet} ('127.0.0.1', 59223) :- received: jeet: as
[2025-10-11 16:35:10] {client} ('127.0.0.1', 59235) :- client exited
[2025-10-11 16:35:14] {jeet} ('127.0.0.1', 59223) :- sent: sd
[2025-10-11 16:35:14] {client} ('127.0.0.1', 59235) :- received: jeet: sd
[2025-10-11 16:35:14] {jeet} ('127.0.0.1', 59223) :- received: jeet disconnected unexpectedly.
[2025-10-11 16:35:14] {jeet} ('127.0.0.1', 59223) :- sent: d
[2025-10-11 16:35:14] {jeet} ('127.0.0.1', 59223) :- sent: s
[2025-10-11 16:35:15] {jeet} ('127.0.0.1', 59223) :- sent: s
[2025-10-11 16:35:15] {jeet} ('127.0.0.1', 59223) :- sent: d
[2025-10-11 16:35:15] {jeet} ('127.0.0.1', 59223) :- sent: sd
[2025-10-11 16:35:16] {jeet} ('127.0.0.1', 59223) :- sent: sd
[2025-10-11 16:35:16] {jeet} ('127.0.0.1', 59223) :- sent: ds
[2025-10-11 16:35:16] {jeet} ('127.0.0.1', 59223) :- sent: s
[2025-10-11 16:35:16] {jeet} ('127.0.0.1', 59223) :- sent: d
[2025-10-11 16:36:41] {jeet} ('127.0.0.1', 59223) :- received: jeet joined the room.
[2025-10-11 16:36:41] {client} ('127.0.0.1', 59503) :- joined room default
[2025-10-11 16:36:45] {jeet} ('127.0.0.1', 59223) :- received: jeet disconnected unexpectedly.
[2025-10-11 16:36:48] {jeet} ('127.0.0.1', 59223) :- sent: ssdsds
[2025-10-11 16:36:48] {jeet} ('127.0.0.1', 59223) :- sent: d
[2025-10-11 16:36:49] {jeet} ('127.0.0.1', 59223) :- sent: s
[2025-10-11 16:36:49] {jeet} ('127.0.0.1', 59223) :- sent: ds
[2025-10-11 18:19:25] {jex} ('127.0.0.1', 56510) :- joined room default
[2025-10-11 18:19:26] {jex} ('127.0.0.1', 56510) :- sent: hi
[2025-10-11 18:19:27] {jex} ('127.0.0.1', 56510) :- sent: hi
[2025-10-11 18:19:28] {jex} ('127.0.0.1', 56510) :- sent: hi
[2025-10-11 18:19:29] {jex} ('127.0.0.1', 56510) :- sent: hi'
[2025-10-11 18:19:56] {jex} ('127.0.0.1', 56510) :- client exited
[2025-10-11 18:20:00] {jex} ('127.0.0.1', 56510) :- received: jex joined the room.
[2025-10-11 18:20:00] {Guest} ('127.0.0.1', 56540) :- joined room default
[2025-10-11 18:20:00] {Guest} ('127.0.0.1', 56540) :- received: jex disconnected unexpectedly.
[2025-10-11 18:20:06] {Guest} ('127.0.0.1', 56540) :- received: jex joined the room.
[2025-10-11 18:20:06] {Guest} ('127.0.0.1', 56547) :- joined room default
[2025-10-11 18:20:08] {Guest} ('127.0.0.1', 56547) :- sent: hi
[2025-10-11 18:20:08] {Guest} ('127.0.0.1', 56540) :- received: jex: hi
[2025-10-11 18:20:11] {Guest} ('127.0.0.1', 56540) :- sent: hus
[2025-10-11 18:20:11] {Guest} ('127.0.0.1', 56547) :- received: jex: hus
[2025-10-11 18:20:11] {Guest} ('127.0.0.1', 56540) :- sent: da
[2025-10-11 18:20:11] {Guest} ('127.0.0.1', 56547) :- received: jex: da
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: d
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: d
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: s
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: s
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: ds
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: ds
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: d
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: d
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: s
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: s
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56540) :- sent: d
[2025-10-11 18:20:12] {Guest} ('127.0.0.1', 56547) :- received: jex: d
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56547) :- sent: dssds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56540) :- received: jex: dssds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56547) :- sent: ds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56540) :- received: jex: ds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56547) :- sent: ds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56540) :- received: jex: ds
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56547) :- sent: d
[2025-10-11 18:20:15] {Guest} ('127.0.0.1', 56540) :- received: jex: d
[2025-10-11 18:20:26] {Guest} ('127.0.0.1', 56547) :- received: jex disconnected unexpectedly.
[2025-10-11 18:20:35] {Guest} ('127.0.0.1', 56547) :- client exited
[2025-10-11 18:26:09] {jeet1} ('127.0.0.1', 61937) :- joined room default
[2025-10-11 18:26:16] {jeet1} ('127.0.0.1', 61937) :- received: jeet joined the room.
[2025-10-11 18:26:16] {jeet1} ('127.0.0.1', 61937) :- received: jeet disconnected unexpectedly.
[2025-10-11 18:26:22] {jeet1} ('127.0.0.1', 61937) :- received: jeet1 joined the room.
[2025-10-11 18:26:22] {Guest} ('127.0.0.1', 61962) :- joined room default
[2025-10-11 18:26:25] {Guest} ('127.0.0.1', 61962) :- sent: hi
[2025-10-11 18:26:25] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: hi
[2025-10-11 18:26:27] {jeet1} ('127.0.0.1', 61937) :- sent: hih
[2025-10-11 18:26:27] {Guest} ('127.0.0.1', 61962) :- received: jeet1: hih
[2025-10-11 18:26:28] {jeet1} ('127.0.0.1', 61937) :- sent: hi
[2025-10-11 18:26:28] {Guest} ('127.0.0.1', 61962) :- received: jeet1: hi
[2025-10-11 18:26:29] {jeet1} ('127.0.0.1', 61937) :- sent: hi
[2025-10-11 18:26:29] {Guest} ('127.0.0.1', 61962) :- received: jeet1: hi
[2025-10-11 18:26:30] {jeet1} ('127.0.0.1', 61937) :- sent: hi
[2025-10-11 18:26:30] {Guest} ('127.0.0.1', 61962) :- received: jeet1: hi
[2025-10-11 18:26:31] {Guest} ('127.0.0.1', 61962) :- sent: sd
[2025-10-11 18:26:31] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: sd
[2025-10-11 18:26:32] {Guest} ('127.0.0.1', 61962) :- sent: s
[2025-10-11 18:26:32] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: s
[2025-10-11 18:26:32] {Guest} ('127.0.0.1', 61962) :- sent: d
[2025-10-11 18:26:32] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: d
[2025-10-11 18:26:32] {Guest} ('127.0.0.1', 61962) :- sent: a
[2025-10-11 18:26:32] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: a
[2025-10-11 18:26:32] {Guest} ('127.0.0.1', 61962) :- sent: ds
[2025-10-11 18:26:32] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: ds
[2025-10-11 18:26:32] {Guest} ('127.0.0.1', 61962) :- sent: ad
[2025-10-11 18:26:32] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: ad
[2025-10-11 18:26:33] {Guest} ('127.0.0.1', 61962) :- sent: as
[2025-10-11 18:26:33] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: as
[2025-10-11 18:26:33] {Guest} ('127.0.0.1', 61962) :- sent: d
[2025-10-11 18:26:33] {jeet1} ('127.0.0.1', 61937) :- received: jeet1: d
[2025-10-11 18:27:19] {jeet1} ('127.0.0.1', 61937) :- sent: dfd
[2025-10-11 18:27:19] {Guest} ('127.0.0.1', 61962) :- received: jeet1: dfd
[2025-10-11 18:27:21] {jeet1} ('127.0.0.1', 61937) :- sent: fdfd
[2025-10-11 18:27:21] {Guest} ('127.0.0.1', 61962) :- received: jeet1: fdfd
[2025-10-11 18:27:24] {jeet1} ('127.0.0.1', 61937) :- received: jeet1 disconnected unexpectedly.
[2025-10-11 18:28:04] {jeet1} ('127.0.0.1', 61937) :- client exited
[2025-10-11 | 18:32:26] {jeet} ('127.0.0.1', 62684) :- joined the room
[2025-10-11 | 18:32:53] {Guest} ('127.0.0.1', 62717) :- joined the room
[2025-10-11 | 18:32:53] {jeet} ('127.0.0.1', 62684) :- received: jeet joined the room.
[2025-10-11 18:36:45] {jeet} ('127.0.0.1', 62684) :- sent: jeet
[2025-10-11 | 18:36:45] {Guest} ('127.0.0.1', 62717) :- received: jeet: jeet
[2025-10-11 18:36:46] {jeet} ('127.0.0.1', 62684) :- sent: sds
[2025-10-11 | 18:36:46] {Guest} ('127.0.0.1', 62717) :- received: jeet: sds
[2025-10-11 18:36:46] {jeet} ('127.0.0.1', 62684) :- sent: ds
[2025-10-11 | 18:36:46] {Guest} ('127.0.0.1', 62717) :- received: jeet: ds
[2025-10-11 18:36:46] {jeet} ('127.0.0.1', 62684) :- sent: d
[2025-10-11 | 18:36:46] {Guest} ('127.0.0.1', 62717) :- received: jeet: d
[2025-10-11 18:36:46] {jeet} ('127.0.0.1', 62684) :- sent: s
[2025-10-11 | 18:36:46] {Guest} ('127.0.0.1', 62717) :- received: jeet: s
[2025-10-11 18:36:46] {jeet} ('127.0.0.1', 62684) :- sent: d
[2025-10-11 | 18:36:46] {Guest} ('127.0.0.1', 62717) :- received: jeet: d
[2025-10-11 18:36:47] {jeet} ('127.0.0.1', 62684) :- sent: s
[2025-10-11 | 18:36:47] {Guest} ('127.0.0.1', 62717) :- received: jeet: s
[2025-10-11 18:36:47] {jeet} ('127.0.0.1', 62684) :- sent: d
[2025-10-11 | 18:36:47] {Guest} ('127.0.0.1', 62717) :- received: jeet: d
[2025-10-11 18:36:47] {jeet} ('127.0.0.1', 62684) :- sent: s
[2025-10-11 | 18:36:47] {Guest} ('127.0.0.1', 62717) :- received: jeet: s
[2025-10-11 18:36:47] {jeet} ('127.0.0.1', 62684) :- sent: d
[2025-10-11 | 18:36:47] {Guest} ('127.0.0.1', 62717) :- received: jeet: d
[2025-10-11 18:36:49] {Guest} ('127.0.0.1', 62717) :- sent: s
[2025-10-11 | 18:36:49] {jeet} ('127.0.0.1', 62684) :- received: jeet: s
[2025-10-11 18:36:49] {Guest} ('127.0.0.1', 62717) :- sent: ds
[2025-10-11 | 18:36:49] {jeet} ('127.0.0.1', 62684) :- received: jeet: ds
[2025-10-11 18:36:49] {Guest} ('127.0.0.1', 62717) :- sent: ds
[2025-10-11 | 18:36:49] {jeet} ('127.0.0.1', 62684) :- received: jeet: ds
[2025-10-11 18:36:49] {Guest} ('127.0.0.1', 62717) :- sent: d
[2025-10-11 | 18:36:49] {jeet} ('127.0.0.1', 62684) :- received: jeet: d
[2025-10-11 18:36:49] {Guest} ('127.0.0.1', 62717) :- sent: s
[2025-10-11 | 18:36:49] {jeet} ('127.0.0.1', 62684) :- received: jeet: s
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: d
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: d
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: s
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: s
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: dsd
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: dsd
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: s
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: s
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: d
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: d
[2025-10-11 18:36:50] {Guest} ('127.0.0.1', 62717) :- sent: s
[2025-10-11 | 18:36:50] {jeet} ('127.0.0.1', 62684) :- received: jeet: s
[2025-10-11 | 18:36:54] {Guest} ('127.0.0.1', 62717) :- receive loop exited
[2025-10-11 | 18:36:54] {jeet} ('127.0.0.1', 62684) :- receive loop exited
[2025-10-11 18:36:58] {Guest} ('127.0.0.1', 62717) :- client exited
[2025-10-11 18:36:59] {jeet} ('127.0.0.1', 62684) :- client exited
[2025-10-11 | 18:38:59] {jeet} ('127.0.0.1', 63177) :- joined the room
[2025-10-11 18:39:01] {jeet} ('127.0.0.1', 63177) :- sent: hi
[2025-10-11 18:39:01] {jeet} ('127.0.0.1', 63177) :- sent: ds
[2025-10-11 18:39:01] {jeet} ('127.0.0.1', 63177) :- sent: d
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: s
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: d
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: s
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: d
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: s
[2025-10-11 18:39:02] {jeet} ('127.0.0.1', 63177) :- sent: ds
[2025-10-11 | 18:39:07] {jeet} ('127.0.0.1', 63177) :- receive loop exited
[2025-10-11 18:39:08] {jeet} ('127.0.0.1', 63177) :- client exited
[2025-10-11 | 18:48:55] {jeet} ('127.0.0.1', 65066) :- joined the room
[2025-10-11 | 18:49:05] {Guest} ('127.0.0.1', 65078) :- joined the room
[2025-10-11 | 18:49:05] {jeet} ('127.0.0.1', 65066) :- received: jeet joined the room.
[2025-10-11 18:49:12] {Guest} ('127.0.0.1', 65078) :- sent: dsDsds
[2025-10-11 | 18:49:12] {jeet} ('127.0.0.1', 65066) :- received: jeet: dsDsds
[2025-10-11 18:49:12] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:12] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:12] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:12] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:12] {Guest} ('127.0.0.1', 65078) :- sent: d
[2025-10-11 | 18:49:12] {jeet} ('127.0.0.1', 65066) :- received: jeet: d
[2025-10-11 18:49:13] {Guest} ('127.0.0.1', 65078) :- sent: sds
[2025-10-11 | 18:49:13] {jeet} ('127.0.0.1', 65066) :- received: jeet: sds
[2025-10-11 18:49:13] {Guest} ('127.0.0.1', 65078) :- sent: ds
[2025-10-11 | 18:49:13] {jeet} ('127.0.0.1', 65066) :- received: jeet: ds
[2025-10-11 18:49:13] {Guest} ('127.0.0.1', 65078) :- sent: ds
[2025-10-11 | 18:49:13] {jeet} ('127.0.0.1', 65066) :- received: jeet: ds
[2025-10-11 18:49:13] {Guest} ('127.0.0.1', 65078) :- sent: ds
[2025-10-11 | 18:49:13] {jeet} ('127.0.0.1', 65066) :- received: jeet: ds
[2025-10-11 18:49:13] {Guest} ('127.0.0.1', 65078) :- sent: d
[2025-10-11 | 18:49:13] {jeet} ('127.0.0.1', 65066) :- received: jeet: d
[2025-10-11 18:49:14] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:14] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:14] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:14] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:14] {Guest} ('127.0.0.1', 65078) :- sent: ds
[2025-10-11 | 18:49:14] {jeet} ('127.0.0.1', 65066) :- received: jeet: ds
[2025-10-11 18:49:14] {Guest} ('127.0.0.1', 65078) :- sent: d
[2025-10-11 | 18:49:14] {jeet} ('127.0.0.1', 65066) :- received: jeet: d
[2025-10-11 18:49:14] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:14] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:15] {Guest} ('127.0.0.1', 65078) :- sent: d
[2025-10-11 | 18:49:15] {jeet} ('127.0.0.1', 65066) :- received: jeet: d
[2025-10-11 18:49:15] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:15] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:17] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:17] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:17] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:17] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:17] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:17] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:18] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:18] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:19] {jeet} ('127.0.0.1', 65066) :- sent: ds
[2025-10-11 | 18:49:19] {Guest} ('127.0.0.1', 65078) :- received: jeet: ds
[2025-10-11 18:49:20] {jeet} ('127.0.0.1', 65066) :- sent: ds
